cal_date,cal_val,date_key,dist_val,steps_val,very_val,mod_val,light_val,active_mins,wfh_flg
10/25/17,2307.27,171025,495378,7165,34,20,316,370,0
10/26/17,2281.85,171026,1023102,13755,66,38,232,336,0
10/27/17,2110.68,171027,286904,4188,18,2,320,340,0
10/28/17,2321.53,171028,796472,11555,38,74,344,456,1
10/29/17,2353.59,171029,337257,4721,102,58,190,350,1
10/30/17,2202,171030,1055875,14823,6,28,370,404,0
10/31/17,2011.27,171031,355145,5184,0,0,298,298,1
11/01/17,2332.02,171101,645261,9360,60,14,342,416,0
11/02/17,2851.27,171102,1295105,17711,88,78,548,714,0
11/03/17,2593.45,171103,716834,10314,86,42,440,568,0
11/04/17,2016.58,171104,512142,7142,0,0,338,338,1
11/05/17,2133.36,171105,475586,6942,4,30,368,402,1
11/06/17,2449.41,171106,460169,6717,22,10,488,520,0
11/07/17,2263.06,171107,871224,11821,40,30,320,390,1
11/08/17,2310.21,171108,666942,9395,20,2,446,468,0
11/09/17,2583.18,171109,1192182,16494,74,18,430,522,0
11/10/17,2752.71,171110,882476,11205,88,64,432,584,0
11/11/17,2118.63,171111,662207,9307,28,14,282,324,1
11/12/17,2806.61,171112,986083,13459,82,92,446,620,1
11/13/17,2361.72,171113,939369,13240,14,38,418,470,0
11/14/17,2362.38,171114,890530,11992,0,0,486,486,1
11/15/17,2239.93,171115,725647,10365,22,20,362,404,0
11/16/17,2977.2,171116,722082,10147,124,48,494,666,0
11/17/17,2570.25,171117,1538291,19966,76,32,430,538,0
11/18/17,2034.35,171118,475376,6862,2,28,282,312,1
11/19/17,2285.33,171119,553874,8085,56,34,316,406,1
11/20/17,2591.64,171120,702668,9926,38,50,470,558,0
11/21/17,2357.98,171121,984968,13668,32,34,396,462,1
11/22/17,2557.32,171122,1079345,14572,84,56,400,540,0
11/23/17,2056.04,171123,463521,6766,28,30,238,296,0
11/24/17,2553.63,171124,947169,13013,110,72,286,468,0
11/25/17,2363.37,171125,871034,12651,28,98,362,488,1
11/26/17,2008.76,171126,207725,3032,4,10,302,316,1
11/27/17,2012.47,171127,512912,7487,2,14,270,286,0
11/28/17,2118.29,171128,368019,5372,6,12,314,332,1
11/29/17,2041.42,171129,422534,6033,12,10,290,312,0
11/30/17,2047.28,171130,486924,6817,20,4,246,270,0
12/01/17,1931.6,171201,209363,3056,0,0,246,246,0
12/02/17,1886.5,171202,159006,2321,4,22,180,206,1
12/03/17,1875.44,171203,366168,5345,2,22,188,212,1
12/04/17,2480.69,171204,728536,10515,22,36,492,550,0
12/05/17,2148.81,171205,641850,9171,6,6,376,388,1
12/06/17,2213.16,171206,493656,6908,28,12,338,378,0
12/07/17,3416.16,171207,1258420,16471,202,108,526,836,0
12/08/17,2254.35,171208,1203234,16152,26,40,356,422,0
12/09/17,2825.37,171209,874370,12259,120,66,428,614,1
12/10/17,2516.86,171210,1119459,14980,78,86,366,530,1
12/11/17,2258.13,171211,714315,9680,56,50,298,404,0
12/12/17,1815.27,171212,476474,6543,12,6,104,122,1
12/13/17,2475.4,171213,519714,7316,78,60,324,462,0
12/14/17,2173.82,171214,921672,12398,6,10,348,364,0
12/15/17,2308.79,171215,632380,9169,14,24,430,468,0
12/16/17,3388.28,171216,711994,9071,234,162,362,758,1
12/17/17,3792.8,171217,2274311,29167,320,154,374,848,1
12/18/17,2568.72,171218,2355737,29896,76,30,396,502,0
12/19/17,2378.92,171219,1126375,15074,14,34,410,458,1
12/20/17,2554.23,171220,602305,8715,114,54,332,500,0
12/21/17,2111.89,171221,1025779,14429,32,4,304,340,0
12/22/17,2698.12,171222,838287,10977,94,84,402,580,0
12/23/17,2369.49,171223,868816,12492,16,68,520,604,1
12/24/17,2003.68,171224,395147,5768,2,14,284,300,1
12/25/17,1857.35,171225,246700,3601,0,0,208,208,0
12/26/17,3096.11,171226,1093443,14088,176,154,370,700,1
12/27/17,2312.58,171227,999955,14131,0,18,442,460,0
12/28/17,3390.48,171228,1371248,18373,252,82,402,736,0
12/29/17,3171.32,171229,1321573,16983,206,60,342,608,0
12/30/17,2468.14,171230,2109392,26518,48,24,428,500,1
12/31/17,2714.29,171231,948276,13108,136,64,362,562,1
01/01/18,2343.62,180101,1001213,13697,6,26,518,550,0
01/02/18,2381.21,180102,923603,12506,46,40,304,390,1
01/03/18,2695.24,180103,1324031,17803,126,94,260,480,0
01/04/18,2198.01,180104,343,5,68,18,154,240,0
01/05/18,2306.63,180105,1153914,14799,14,16,416,446,0
01/06/18,2722.83,180106,582918,8509,92,94,414,600,1
01/07/18,3516.43,180107,1434638,19080,280,136,318,734,1
01/08/18,2916.54,180108,2015697,25616,86,64,538,688,0
01/09/18,2639.69,180109,1457739,19702,54,48,452,554,1
01/10/18,2510.24,180110,825974,11849,62,56,380,498,0
01/11/18,3034.47,180111,1928919,25810,120,76,524,720,0
01/12/18,2126.21,180112,879117,12087,58,42,166,266,0
01/13/18,2758.69,180113,512417,6539,156,64,266,486,1
01/14/18,2089.33,180114,1039023,13765,4,44,278,326,1
01/15/18,3149.84,180115,1494941,20410,222,176,324,722,0
01/16/18,2805.46,180116,649631,9123,136,46,316,498,1
01/17/18,2676.08,180117,1586518,20469,96,102,348,546,0
01/18/18,2261.43,180118,1000205,13334,32,20,326,378,0
01/19/18,2233.23,180119,677590,9754,52,34,274,360,0
01/20/18,2083.9,180120,589050,7996,0,0,354,354,1
01/21/18,2095.1,180121,388537,5476,0,0,382,382,1
01/22/18,2691.39,180122,416593,6081,128,64,314,506,0
01/23/18,2783.41,180123,1270619,17344,92,82,438,612,1
01/24/18,2541.06,180124,1680623,23276,96,40,374,510,0
01/25/18,2166.41,180125,665465,9714,8,28,330,366,0
01/26/18,2629.82,180126,597730,8502,62,30,452,544,0
01/27/18,3519.69,180127,1543840,20584,236,196,450,882,1
01/28/18,1966.06,180128,1363336,17856,0,0,272,272,1
01/29/18,1986.21,180129,391520,5715,12,14,236,262,0
01/30/18,2139.96,180130,507948,6956,14,28,274,316,1
01/31/18,2318.05,180131,429404,6268,4,12,488,504,0
02/01/18,3326.83,180201,1202806,16560,180,88,482,750,0
02/02/18,2425.72,180202,1584154,20462,36,24,428,488,0
02/03/18,2270.86,180203,766884,11008,8,22,450,480,1
02/04/18,2780.25,180204,408448,5962,134,62,396,592,1
02/05/18,2786.35,180205,1536695,20050,92,44,452,588,0
02/06/18,2435.59,180206,1113055,14988,30,40,372,442,1
02/07/18,2456.73,180207,752910,10442,44,36,430,510,0
02/08/18,2249.88,180208,750178,10393,48,50,274,372,0
02/09/18,3153.78,180209,885061,12190,220,144,332,696,0
02/10/18,3184.03,180210,2045500,27441,154,210,420,784,1
02/11/18,3321.2,180211,1756471,24334,204,216,428,848,1
02/12/18,2745.09,180212,1446878,19171,108,70,394,572,0
02/13/18,3028.6,180213,1358063,17621,180,94,360,634,1
02/14/18,2483.08,180214,1456640,18766,42,60,396,498,0
02/15/18,3093.95,180215,1744046,22766,164,68,434,666,0
02/16/18,2628.93,180216,912793,12239,70,68,406,544,0
02/17/18,3084.77,180217,2341581,29461,208,64,318,590,1
02/18/18,2589.28,180218,536718,7349,74,64,354,492,1
02/19/18,3395.45,180219,1828743,23977,216,178,378,772,0
02/20/18,2190.89,180220,1022762,13632,16,6,384,406,1
02/21/18,2854.92,180221,705830,10158,100,116,450,666,0
02/22/18,2061.62,180222,1090791,14899,30,14,250,294,0
02/23/18,1990.13,180223,488430,7005,2,10,254,266,0
02/24/18,2712.63,180224,869264,12550,40,128,486,654,1
02/25/18,3686.44,180225,1018622,14532,270,188,476,934,1
02/26/18,2738.62,180226,1906299,25664,84,80,428,592,0
02/27/18,2609.15,180227,1425733,19470,64,66,434,564,1
02/28/18,2243.57,180228,966828,13715,4,14,346,364,0
03/01/18,2425.74,180301,517302,7414,50,30,360,440,0
03/02/18,2482.8,180302,1057079,15088,40,26,422,488,0
03/03/18,2532.42,180303,913881,12674,90,56,338,484,1
03/04/18,2703.32,180304,821274,11724,60,98,470,628,1
03/05/18,2516.98,180305,969618,13823,88,30,392,510,0
03/06/18,2371.35,180306,824820,11651,2,30,486,518,1
03/07/18,2386.09,180307,694004,10060,6,46,486,538,0
03/08/18,2366.93,180308,903819,12807,52,28,370,450,0
03/09/18,2138.7,180309,617834,8812,8,24,346,378,0
03/10/18,2707.11,180310,960993,13690,64,136,420,620,1
03/11/18,2644.85,180311,1210951,16642,90,70,396,556,1
03/12/18,2073.09,180312,448400,6238,4,16,274,294,0
03/13/18,2514.4,180313,472762,6901,38,44,430,512,1
03/14/18,2166.73,180314,1071089,14719,12,20,312,344,0
03/15/18,2161.29,180315,601732,8665,14,16,258,288,0
03/16/18,2554.44,180316,433297,6325,18,60,486,564,0
03/17/18,1977.7,180317,858798,12231,4,14,282,300,1
03/18/18,2517.58,180318,339020,4884,40,18,442,500,1
03/19/18,2218.2,180319,1201550,16916,92,34,190,316,0
03/20/18,2320.78,180320,350600,5053,44,12,372,428,1
03/21/18,2132.53,180321,833347,11690,30,10,256,296,0
03/22/18,1937.29,180322,231626,3381,0,0,270,270,0
03/23/18,2261.75,180323,460365,6720,4,16,418,438,0
03/24/18,2722.67,180324,741662,10559,92,128,390,610,1
03/25/18,3056.23,180325,1351739,18632,122,138,468,728,1
03/26/18,2022.32,180326,1229622,16790,0,0,290,290,0
03/27/18,2557.54,180327,455688,6523,62,90,406,558,1
03/28/18,2383.81,180328,947734,13248,20,46,438,504,0
03/29/18,2586.88,180329,1175766,15804,80,56,434,570,0
03/30/18,2492.06,180330,484277,7069,24,26,492,542,0
03/31/18,2589.4,180331,1195796,16844,60,80,436,576,1
04/01/18,2201.37,180401,686623,9397,0,0,498,498,1
04/02/18,2597.45,180402,707265,10247,106,48,376,530,0
04/03/18,1943.43,180403,641264,8615,0,0,232,232,1
04/04/18,2175.31,180404,407337,5946,20,18,328,366,0
04/05/18,2453.07,180405,1073808,14825,46,48,384,478,0
04/06/18,2061.74,180406,341919,4991,18,18,274,310,0
04/07/18,1934.42,180407,444473,6358,10,38,200,248,1
04/08/18,2386.04,180408,433630,6065,48,54,372,474,1
04/09/18,2880.71,180409,774005,11089,156,68,336,560,0
04/10/18,2468.69,180410,1533799,19837,36,20,452,508,1
04/11/18,2725.54,180411,740610,10811,102,68,354,524,0
04/12/18,4037.89,180412,2963925,36164,278,126,524,928,0
04/13/18,2955.45,180413,1162237,15838,148,80,352,580,0
04/14/18,2348.32,180414,1813396,22563,74,38,288,400,1
04/15/18,2759.93,180415,385415,5626,134,80,304,518,1
04/16/18,3005.11,180416,1366575,18408,152,76,360,588,0
04/17/18,2767.63,180417,1557911,19946,138,72,320,530,1
04/18/18,2319.13,180418,1261426,16402,18,24,352,394,0
04/19/18,3118.01,180419,1823980,23524,146,48,478,672,0
04/20/18,2368.38,180420,965514,13128,80,46,294,420,0
04/21/18,1774.18,180421,195593,2855,0,0,162,162,1
04/22/18,2462.3,180422,590849,8526,26,18,492,536,1
04/23/18,2548.97,180423,892497,12431,86,40,376,502,0
04/24/18,2315.46,180424,974634,13531,42,36,332,410,1
04/25/18,2503.96,180425,568694,8168,76,54,348,478,0
04/26/18,2472.22,180426,842075,11255,38,18,390,446,0
04/27/18,2207.88,180427,981819,13207,4,12,402,418,0
04/28/18,2257.42,180428,631123,8849,14,24,396,434,1
04/29/18,2813.12,180429,252932,3692,168,140,218,526,1
04/30/18,2336.82,180430,1647688,22690,60,36,324,420,0
05/01/18,3023.51,180501,1540638,20079,124,118,418,660,1
05/02/18,2293.64,180502,683566,9566,38,48,316,402,0
05/03/18,2182.95,180503,659302,9624,10,24,320,354,0
05/04/18,2223.26,180504,625307,9128,40,16,326,382,0
05/05/18,2718.35,180505,720614,10519,80,138,400,618,1
05/06/18,2835.46,180506,1250897,16489,108,80,394,582,1
05/07/18,2490.81,180507,1002992,13263,94,66,292,452,0
05/08/18,2252.14,180508,1170995,15656,16,46,342,404,1
05/09/18,2679.21,180509,536672,7834,74,110,420,604,0
05/10/18,2170.02,180510,1089775,15279,8,4,366,378,0
05/11/18,2163.55,180511,553774,7935,0,0,388,388,0
05/12/18,2215.07,180512,503592,7351,28,2,316,346,1
05/13/18,2297.31,180513,795597,10900,10,88,382,480,1
05/14/18,2711.05,180514,544275,7945,74,132,394,600,0
05/15/18,3313.02,180515,1805270,24470,192,114,484,790,1
05/16/18,2357.82,180516,1084172,14946,8,36,452,496,0
05/17/18,2586.78,180517,865935,12572,108,60,310,478,0
05/18/18,2709.56,180518,1041862,14426,74,94,492,660,0
05/19/18,2000.57,180519,868525,12477,0,0,312,312,1
05/20/18,3391.74,180520,990340,12231,258,162,324,744,1
05/21/18,2313.29,180521,1641129,22134,14,6,382,402,0
05/22/18,3174.76,180522,1570421,20374,176,82,388,646,1
05/23/18,2228.66,180523,803212,10710,0,0,392,392,0
05/24/18,2399.19,180524,587646,8309,56,36,328,420,0
05/25/18,2646.58,180525,1099850,15026,34,40,532,606,0
05/26/18,2890.99,180526,923911,12786,102,34,636,772,1
05/27/18,2310.74,180527,1129227,15188,0,0,518,518,1
05/28/18,2102.12,180528,515585,7526,10,38,310,358,0
05/29/18,1585.1,180529,123933,1809,0,0,0,0,1
05/30/18,2467.14,180530,492182,6575,70,46,354,470,0
05/31/18,2103.73,180531,681488,9635,0,0,356,356,0
06/01/18,2171.29,180601,444339,6418,6,22,368,396,0
06/02/18,3086.59,180602,1337273,17303,148,92,410,650,1
06/03/18,2608.37,180603,1432100,18638,92,60,318,470,1
06/04/18,2789.29,180604,803735,11455,124,74,362,560,0
06/05/18,2924.58,180605,1555695,21436,108,90,426,624,1
06/06/18,2800.4,180606,1021650,14100,90,74,438,602,0
06/07/18,2864.32,180607,1650762,21892,50,54,600,704,0
06/08/18,2759.78,180608,1053510,14342,110,48,344,502,0
06/09/18,2701.16,180609,963297,11638,98,46,356,500,1
06/10/18,2883.77,180610,1937597,24626,122,62,394,578,1
06/11/18,2745.05,180611,1112125,15026,104,78,348,530,0
06/12/18,2802.48,180612,1801358,24036,86,72,406,564,1
06/13/18,2570.25,180613,917076,12531,48,28,434,510,0
06/14/18,2551.85,180614,814098,11817,62,18,450,530,0
06/15/18,2564.28,180615,829913,11416,72,36,448,556,0
06/16/18,2885.52,180616,1446575,19928,106,90,458,654,1
06/17/18,2235.52,180617,776187,10986,28,18,334,380,1
06/18/18,2079.69,180618,453865,6420,24,48,222,294,0
06/19/18,1942.4,180619,504610,7366,18,0,188,206,1
06/20/18,2610.34,180620,579354,8457,88,40,398,526,0
06/21/18,2170.53,180621,917864,12473,20,20,318,358,0
06/22/18,2314.89,180622,591449,8565,62,14,314,390,0
06/23/18,2287.18,180623,581541,7954,22,20,392,434,1
06/24/18,2414.9,180624,874374,12181,26,26,444,496,1
06/25/18,2327.47,180625,503198,7063,94,28,208,330,0
06/26/18,3129.83,180626,1244431,16074,136,96,466,698,1
06/27/18,2043.29,180627,1244945,16422,0,0,312,312,0
06/28/18,2331.12,180628,572327,8207,20,24,362,406,0
06/29/18,2657.55,180629,685266,9663,80,28,418,526,0
06/30/18,2546.9,180630,1130047,14643,22,44,562,628,1
07/01/18,2395.91,180701,696223,10100,56,56,332,444,1
07/02/18,2641.18,180702,1050841,14424,100,44,368,512,0
07/03/18,2307.48,180703,1188013,16057,40,10,384,434,1
07/04/18,2686.26,180704,382477,5523,102,68,382,552,0
07/05/18,2222.98,180705,1313785,17699,0,0,452,452,0
07/06/18,1781.38,180706,302189,4411,0,0,140,140,0
07/07/18,1585.1,180707,0,0,0,0,0,0,1
07/08/18,1585.1,180708,0,0,0,0,0,0,1
07/09/18,1585.1,180709,0,0,0,0,0,0,0
07/10/18,1955.59,180710,196064,2862,12,4,216,232,1
07/11/18,2152.32,180711,598867,8679,52,6,254,312,0
07/12/18,2157.16,180712,503034,7343,48,12,216,276,0
07/13/18,2252.86,180713,623255,9098,60,8,298,366,0
07/14/18,2200.19,180714,584007,8525,54,10,264,328,1
07/15/18,2306.91,180715,860479,11834,38,8,280,326,1
07/16/18,1585.1,180716,0,0,0,0,0,0,0
07/17/18,1585.1,180717,0,0,0,0,0,0,1
07/18/18,1570.69,180718,0,0,0,0,0,0,0
07/19/18,1570.69,180719,0,0,0,0,0,0,0
07/20/18,1570.69,180720,0,0,0,0,0,0,0
07/21/18,1570.69,180721,0,0,0,0,0,0,1
07/22/18,1570.69,180722,0,0,0,0,0,0,1
07/23/18,1570.69,180723,0,0,0,0,0,0,0
07/24/18,1570.69,180724,0,0,0,0,0,0,1
07/25/18,1570.69,180725,0,0,0,0,0,0,0
07/26/18,1570.69,180726,0,0,0,0,0,0,0
07/27/18,1570.69,180727,0,0,0,0,0,0,0
07/28/18,1891.23,180728,201592,2727,0,0,206,206,1
07/29/18,1763.49,180729,182989,2671,0,0,168,168,1
07/30/18,2176.74,180730,476514,6956,70,8,238,316,0
07/31/18,1944.26,180731,299096,4366,0,0,264,264,1
08/01/18,2133.08,180801,625311,9128,54,10,224,288,0
08/02/18,2220.71,180802,587659,8427,54,10,288,352,0
08/03/18,2157.45,180803,470631,6870,22,28,284,334,0
08/04/18,2230.2,180804,475678,6875,32,40,346,418,1
08/05/18,2082.25,180805,660583,9234,22,20,302,344,1
08/06/18,2215.63,180806,366370,5348,14,44,358,416,0
08/07/18,2059.05,180807,420361,6136,0,0,398,398,1
08/08/18,2212.95,180808,702620,10129,54,10,280,344,0
08/09/18,2245.2,180809,717510,10332,56,6,292,354,0
08/10/18,2090.07,180810,493122,7064,0,0,300,300,0
08/11/18,1983.64,180811,403236,5688,0,0,246,246,1
08/12/18,1875.46,180812,193995,2766,0,16,180,196,1
08/13/18,2295.41,180813,693755,9667,16,4,392,412,0
08/14/18,2203.25,180814,383089,5462,16,26,356,398,1
08/15/18,2187.12,180815,794226,11532,22,18,314,354,0
08/16/18,2213.36,180816,467204,6820,32,20,276,328,0
08/17/18,2128.99,180817,652546,9257,36,16,294,346,0
08/18/18,2030.65,180818,503706,6934,14,6,284,304,1
08/19/18,2072.2,180819,355756,5193,8,32,308,348,1
08/20/18,2172.83,180820,602974,8802,54,6,234,294,0
08/21/18,2090.78,180821,414700,5659,14,4,346,364,1
08/22/18,2090.71,180822,572231,8353,18,20,260,298,0
08/23/18,2105.42,180823,536120,7826,64,2,194,260,0
08/24/18,2072.95,180824,428183,6082,18,4,270,292,0
08/25/18,1907.68,180825,139206,2032,0,0,202,202,1
08/26/18,1890.91,180826,609988,8771,56,8,74,138,1
08/27/18,1613.79,180827,0,0,0,0,32,32,0
08/28/18,1753.6,180828,135371,1976,0,0,144,144,1
08/29/18,1873.1,180829,204284,2918,0,0,202,202,0
08/30/18,2226.12,180830,460802,6640,62,24,252,338,0
08/31/18,2493.09,180831,1056430,14923,58,4,410,472,0
09/01/18,1987.6,180901,354256,5171,10,12,264,286,1
09/02/18,1953.76,180902,483267,6591,0,0,202,202,1
09/03/18,1873.34,180903,215318,3143,0,0,232,232,0
09/04/18,1931.87,180904,286530,3981,26,12,184,222,1
09/05/18,1986.5,180905,436692,6184,14,6,214,234,0
09/06/18,2323.53,180906,778354,11060,58,22,250,330,0
09/07/18,2173.84,180907,599487,8683,38,8,270,316,0
09/08/18,2302.57,180908,426169,5870,14,56,350,420,1
09/09/18,1808.58,180909,488712,6930,0,0,190,190,1
09/10/18,2278.08,180910,670585,9550,40,22,330,392,0
09/11/18,1931.15,180911,232169,3389,0,34,216,250,1
09/12/18,2250.95,180912,698343,9970,56,8,272,336,0
09/13/18,2375.2,180913,641362,8948,48,14,334,396,0
09/14/18,2261.97,180914,922224,12891,52,12,278,342,0
09/15/18,1973.55,180915,396457,5787,0,0,266,266,1
09/16/18,1935.6,180916,231079,3373,2,16,248,266,1
09/17/18,2235.54,180917,705867,9908,52,14,258,324,0
09/18/18,2388.02,180918,291157,4250,44,32,374,450,1
09/19/18,2245.96,180919,1223120,16987,40,0,274,314,0
09/20/18,2260.86,180920,665510,9526,36,16,312,364,0
09/21/18,2291.46,180921,754431,10618,62,14,250,326,0
09/22/18,1992.35,180922,358119,4696,0,0,218,218,1
09/23/18,2075.98,180923,392903,5608,0,0,360,360,1
09/24/18,2176.79,180924,669720,9710,38,6,258,302,0
09/25/18,2254.78,180925,664572,9371,60,34,272,366,1
09/26/18,2219.8,180926,672304,9684,52,10,256,318,0
09/27/18,2242.99,180927,551383,7899,32,10,314,356,0
09/28/18,2280.4,180928,826891,11698,54,6,294,354,0
09/29/18,2062.37,180929,469837,6434,16,20,276,312,1
09/30/18,1812.64,180930,176753,2580,0,0,178,178,1
10/01/18,2144.31,181001,552419,8064,56,4,228,288,0
10/02/18,1834.71,181002,196137,2863,10,10,172,192,1
10/03/18,2174.33,181003,538548,7599,62,16,224,302,0
10/04/18,2282.18,181004,784147,10952,56,6,288,350,0
10/05/18,2420.46,181005,873834,11547,56,52,328,436,0
10/06/18,1962.83,181006,289378,4224,0,0,272,272,1
10/07/18,1949.88,181007,339926,4900,0,0,262,262,1
10/08/18,1920.72,181008,337876,4932,14,18,192,224,0
10/09/18,1691.5,181009,98861,1443,0,0,98,98,1
10/10/18,2254.61,181010,672870,9347,52,8,280,340,0
10/11/18,2207.72,181011,573478,8281,36,8,286,330,0
10/12/18,2166.11,181012,541346,7731,0,0,346,346,0
10/13/18,2376.98,181013,622530,8828,68,54,320,442,1
10/14/18,2182.48,181014,698484,10196,10,12,402,424,1
10/15/18,2493.75,181015,749815,10519,66,22,360,448,0
10/16/18,2220.05,181016,750635,10823,18,56,368,442,1
10/17/18,2358.34,181017,893793,12510,50,8,270,328,0
10/18/18,2394.14,181018,872789,11914,64,30,268,362,0
10/19/18,2062.84,181019,400296,5780,12,16,242,270,0
10/20/18,2135.54,181020,456050,6320,0,0,384,384,1
10/21/18,2320.46,181021,377006,5503,24,56,402,482,1
10/22/18,2428.28,181022,1280280,18146,60,28,350,438,0
10/23/18,2075.9,181023,217514,3175,4,22,332,358,1
10/24/18,2303.37,181024,952837,13683,42,30,278,350,0
10/25/18,2228.31,181025,674972,9853,70,12,242,324,0
10/26/18,1860.39,181026,136747,1996,8,12,208,228,0
10/27/18,2126.2,181027,572570,7850,20,32,278,330,1
10/28/18,1963.28,181028,418575,5760,0,0,268,268,1
10/29/18,2180.28,181029,546671,7824,50,12,240,302,0
10/30/18,1770.7,181030,175931,2568,0,0,154,154,1
10/31/18,2379.19,181031,885304,11865,80,22,236,338,0
11/01/18,2324.24,181101,816101,10989,66,18,252,336,0
11/02/18,1977.24,181102,295123,4308,22,0,226,248,0
11/03/18,2029.41,181103,371928,5429,0,0,312,312,1
11/04/18,2245.97,181104,389201,5681,0,24,496,520,1
11/05/18,2102.13,181105,642174,9374,56,8,204,268,0
11/06/18,1836.7,181106,262172,3827,0,0,184,184,1
11/07/18,1831.65,181107,237510,3467,10,10,154,174,0
11/08/18,2217.27,181108,573523,8372,44,16,262,322,0
11/09/18,2350.42,181109,770474,10784,46,14,334,394,0
11/10/18,1956.56,181110,445607,6175,12,12,234,258,1
11/11/18,2152.56,181111,328771,4799,20,22,358,400,1
11/12/18,2001.75,181112,459419,6638,0,0,318,318,0
11/13/18,1782.31,181113,214568,3132,0,0,154,154,1
11/14/18,2230.8,181114,411080,5401,16,6,308,330,0
11/15/18,2075.13,181115,583210,7716,0,0,296,296,0
11/16/18,2361.12,181116,795063,11606,70,24,338,432,0
11/17/18,2304.56,181117,553465,7863,70,58,268,396,1
11/18/18,1769.67,181118,445215,6218,0,0,170,170,1
11/19/18,2261.63,181119,600713,8769,50,26,288,364,0
11/20/18,1834.39,181120,206692,3017,0,0,212,212,1
11/21/18,1985.77,181121,313983,4518,0,0,308,308,0
11/22/18,1916.07,181122,330558,4825,2,12,242,256,0
11/23/18,1924.86,181123,136200,1988,14,6,230,250,0
11/24/18,1799.59,181124,302801,4420,0,0,182,182,1
11/25/18,1859.4,181125,313541,4295,0,0,170,170,1
11/26/18,2134.15,181126,412282,5884,34,2,260,296,0
11/27/18,2138.07,181127,347052,5066,56,34,204,294,1
11/28/18,2215.5,181128,766491,11058,60,36,252,348,0
11/29/18,2249.39,181129,541002,7742,22,42,316,380,0
11/30/18,2279.16,181130,421376,6151,52,48,356,456,0
12/01/18,1883.92,181201,750741,10624,0,0,224,224,1
12/02/18,1950.68,181202,324869,4742,0,0,288,288,1
12/03/18,2073.89,181203,415580,6003,48,32,180,260,0
12/04/18,2235.53,181204,501060,7314,4,8,462,474,1
12/05/18,2181.38,181205,705087,9997,38,4,254,296,0
12/06/18,2392.54,181206,754229,10022,74,26,258,358,0
12/07/18,2371.62,181207,937063,12853,58,20,348,426,0
12/08/18,2063.83,181208,397961,5340,0,0,332,332,1
12/09/18,1934.89,181209,296157,4323,14,14,220,248,1
12/10/18,2253.25,181210,875695,12417,62,56,204,322,0
12/11/18,1795.59,181211,120503,1759,12,12,130,154,1
12/12/18,2295.88,181212,661686,9153,56,6,324,386,0
12/13/18,2393.67,181213,768077,11036,68,18,348,434,0
12/14/18,2109.72,181214,590716,8623,12,8,304,324,0
12/15/18,2067.69,181215,446933,6104,0,0,354,354,1
12/16/18,1969.03,181216,204160,2980,0,0,284,284,1
12/17/18,2132.71,181217,655182,9564,52,20,206,278,0
12/18/18,2153.74,181218,524712,7562,60,8,272,340,1
12/19/18,2192.01,181219,568938,8131,20,22,286,328,0
12/20/18,2595.45,181220,921480,13242,106,38,390,534,0
12/21/18,2161.59,181221,584296,8529,2,26,408,436,0
12/22/18,2032.87,181222,226491,3306,60,4,192,256,1
12/23/18,2561.64,181223,1037513,15145,50,50,534,634,1
12/24/18,1977.32,181224,524352,7654,10,6,262,278,0
12/25/18,2136.29,181225,293007,4277,34,38,296,368,1
12/26/18,1780.23,181226,362143,5221,0,0,144,144,0
12/27/18,1601.56,181227,51383,750,0,0,28,28,0
12/28/18,1681.83,181228,86046,1256,0,0,88,88,0
12/29/18,1685.82,181229,70769,1033,0,0,92,92,1
12/30/18,2105.07,181230,349723,5105,0,46,310,356,1
12/31/18,2080.59,181231,417217,6090,0,14,386,400,0
01/01/19,2004.23,190101,199923,2918,0,0,296,296,1
01/02/19,2176.06,190102,663065,9446,70,10,202,282,0
01/03/19,2195.02,190103,514039,7435,20,30,386,436,0
01/04/19,1750.39,190104,244781,3573,0,0,140,140,0
01/05/19,1782.63,190105,265671,3878,0,0,146,146,1
01/06/19,2069.01,190106,165040,2409,32,18,286,336,1
01/07/19,2195.09,190107,635412,9073,52,20,268,340,0
01/08/19,1709.24,190108,243054,3484,0,0,108,108,1
01/09/19,2191.01,190109,567363,8144,56,28,224,308,0
01/10/19,2206.78,190110,560047,8030,18,8,344,370,0
01/11/19,2567.62,190111,847438,11332,46,18,402,466,0
01/12/19,2326.58,190112,958262,12334,32,12,386,430,1
01/13/19,1803.79,190113,274854,4012,0,0,192,192,1
01/14/19,2010.82,190114,289719,4229,34,14,178,226,0
01/15/19,1897.18,190115,345683,5046,0,0,256,256,1
01/16/19,2058.69,190116,406066,5855,30,18,228,276,0
01/17/19,2196.85,190117,591577,8216,30,16,292,338,0
01/18/19,1850.67,190118,223542,3263,0,0,218,218,0
01/19/19,2172.81,190119,342470,4999,24,34,326,384,1
01/20/19,1676.97,190120,405624,5921,0,0,78,78,1
01/21/19,1850.87,190121,230432,3086,14,4,160,178,0
01/22/19,2547.08,190122,347511,4866,60,92,420,572,1
01/23/19,2285.2,190123,1114000,15801,42,22,328,392,0
01/24/19,2555.84,190124,732783,10622,126,12,326,464,0
01/25/19,2216.74,190125,893249,12889,70,6,292,368,0
01/26/19,2430.05,190126,685337,10004,36,52,446,534,1
01/27/19,2308.38,190127,829802,11573,50,92,286,428,1
01/28/19,2863.17,190128,1077091,15381,70,64,504,638,0
01/29/19,3043.82,190129,1708348,23504,120,122,552,794,1
